Year,Country Name,Country Code,Current GDP ($),GDP growth (annual %),GDP per capita ($),Gini index,%individuals using internet,Interest payments (% of expense),Interest payments (% of revenue),Land area (sq.km),Life expectancy at birth,Military expenditure (% of GDP)
2020,Qatar,QAT,144411363345.27,-3.55760399909461,50124.3859361728,..,99.65279354,..,..,11490,..,..
2019,Qatar,QAT,176371267689.082,0.688240959581606,62276.4286944365,..,99.65280421,..,..,11490,80.227,..
2017,Qatar,QAT,161099122225.275,-1.49760470227838,59124.8672712073,..,97.38884917,..,..,11490,79.981,..
2020,Romania,ROU,248715551366.635,-3.93045405715536,12896.0886211622,..,78.45526895,..,..,230080,..,2.31370746619816
2016,Romania,ROU,188128818486.401,4.70299774749441,9548.58740298268,34.4,59.50395129,4.61302806405997,4.96283158360435,230080,75.209756097561,1.40613695365366
2018,Romania,ROU,241457403085.042,4.47452377497343,12398.9819787666,35.8,70.68127793,3.81005147212179,4.18806972742686,230080,75.3585365853659,1.80524172597542
2019,Romania,ROU,249881592298.072,4.18826034117856,12899.3461112897,..,73.65747575,3.82689337468822,4.34657076863265,230080,75.4585365853659,1.84251189277405
2017,Romania,ROU,211695422578.655,7.31944852925453,10807.0091671993,36,63.74728218,4.21909917948419,4.62105264861069,230080,75.309756097561,1.72107168738577
2017,Russian Federation,RUS,1574199387070.9,1.82579006355112,10720.3326583505,37.2,76.00813853,2.50616842697835,2.50626501547285,16376870,72.4514634146342,4.24899605173948
2018,Russian Federation,RUS,1657328865709.99,2.80724541049418,11287.3552780815,37.5,80.86472187,2.69116533082225,2.36353296928589,16376870,72.6621951219512,3.69251875943369
2016,Russian Federation,RUS,1276786979221.81,0.193690071729534,8704.89841329594,36.8,73.09143462,2.52145407780497,2.57525264913469,16376870,71.6512195121951,5.42514770504505
2019,Russian Federation,RUS,1687448525466.61,2.03298273919678,11497.6492498593,..,82.64216156,2.91801139382754,2.6182235735765,16376870,73.0839024390244,3.83211568128629
2020,Russian Federation,RUS,1483497784867.6,-2.95127389914892,10126.7217935297,..,84.99466978,..,..,16376870,..,4.26344983553312
2016,Rwanda,RWA,8690485823.14546,5.97074429808526,744.760748755977,43.7,20,4.51066469859695,3.2492658317566,24670,67.93,1.28265629719118
2017,Rwanda,RWA,9253098954.27769,3.97628969448469,772.316989145919,..,21.76763262,5.0247513095561,3.88177304956609,24670,68.341,1.26467491445117
2018,Rwanda,RWA,9640280084.19572,8.57942454050658,783.637162814808,..,25,5.93047287487547,4.4589633218022,24670,68.7,1.25174035173425
2020,Rwanda,RWA,10333991455.5443,-3.35547212198846,797.855520671748,..,..,..,..,24670,..,1.39998747869255
2019,Rwanda,RWA,10355974217.3735,9.46068248236998,820.149288558594,..,26,5.710649086264,4.40772450337191,24670,69.024,1.23964516790621
2020,Samoa,WSM,807100820.648132,-2.59260829960374,4067.84345873762,..,..,..,..,2830,..,..
2016,Samoa,WSM,799493884.324697,8.12624935295858,4109.66322774081,..,29.41173011,3.37292801806397,2.72940185877815,2830,72.895,..
2019,Samoa,WSM,852007112.724637,4.37982554521874,4322.86845664045,..,..,2.58773326558561,1.98094805584171,2830,73.321,..
2018,Samoa,WSM,821286927.535723,-1.23316240720041,4187.50472923664,..,..,2.97701688425647,2.29642549081616,2830,73.187,..
2017,Samoa,WSM,832025573.983795,1.04243371916148,4258.97876710344,..,33.61093932,3.16297271499619,2.41350786752444,2830,73.046,..
2016,San Marino,SMR,1468377272.13859,2.34440586055425,43828.2324609315,..,..,1.19348143303846,1.26658409312652,60,..,..
2018,San Marino,SMR,1655300872.53427,1.54476112853661,48996.592248824,..,..,0.826298350249673,0.890886192418589,60,..,..
2020,San Marino,SMR,..,..,..,..,..,..,..,60,..,..
2019,San Marino,SMR,1616369645.99635,2.37470156492515,47731.2085399347,..,..,0.665558743309832,0.705582757806809,60,..,..
2017,San Marino,SMR,1528630707.49794,0.258265466328055,45399.0290605549,..,60.18230126,1.15347469945127,1.22295612493999,60,..,..
2020,Sao Tome and Principe,STP,472914469.91933,3.08972555522433,2157.84044569668,..,..,..,..,960,..,..
2019,Sao Tome and Principe,STP,427425039.684339,2.21085583286091,1987.57970166818,..,32,..,..,960,70.385,..
2016,Sao Tome and Principe,STP,345495614.979982,4.16476897372846,1700.09799666364,..,28,..,..,960,69.67,..
2018,Sao Tome and Principe,STP,412253809.728799,2.94526890871829,1953.5132573676,..,31.9,..,..,960,70.17,..
2017,Sao Tome and Principe,STP,375614126.193877,3.84898091798067,1813.80743359704,56.3,29.9312292,..,..,960,69.933,..
2019,Saudi Arabia,SAU,792966838160,0.331435728597114,23139.7979808237,..,95.7247356,2.37356019604046,2.27932302812191,2149690,75.133,7.81268484586064
2017,Saudi Arabia,SAU,688586244293.333,-0.74150265286427,20802.4663134648,..,94.17559961,1.25047493400771,1.30599026456683,2149690,74.874,10.2238481379874
2018,Saudi Arabia,SAU,786521831573.333,2.43411078064224,23337.0175494347,..,93.31000185,1.68378703910539,1.65595448112322,2149690,74.998,9.46920102452611
2016,Saudi Arabia,SAU,644935541440,1.67062475765871,19878.7638365016,..,74.87927469,0.71049615290679,0.952470673106658,2149690,74.761,9.87273832986563
2020,Saudi Arabia,SAU,700117873253.333,-4.10658341325225,20110.3161924912,..,97.8623325,..,..,2149690,..,8.44759894618144
2019,Senegal,SEN,23306213742.3602,4.40240683638351,1430.14825900162,..,39.5,..,..,192530,67.941,1.51347929001575
2020,Senegal,SEN,24644234594.6566,1.49976342727345,1471.83096170711,..,..,..,..,192530,..,1.61471970010566
2018,Senegal,SEN,23116699808.1723,6.20924103389086,1458.06909258145,..,35.3,11.0466911590719,9.00748542888507,192530,67.665,1.65824007839249
2017,Senegal,SEN,20996564751.5994,7.4074861863013,1361.70197218375,..,29.64312367,9.69585427619069,8.01157164626125,192530,67.38,1.47106300006988
2016,Senegal,SEN,19040312815.1337,6.35606857181878,1269.90329385985,..,25.66476804,9.08279052827878,7.62392717994538,192530,67.078,1.60209745363896
2020,Serbia,SRB,53335016425.4148,-0.94459651550703,7720.51057195234,..,78.36804864,..,..,87460,..,2.10933437250618
2017,Serbia,SRB,44179055279.8887,2.10116384741241,6292.54362926707,36.2,70.33083553,6.69264996819848,6.14782916246592,87460,75.5390243902439,1.83750752661995
2019,Serbia,SRB,51514222381.8428,4.33173490608283,7417.20364852201,..,77.41677362,5.34455760236019,4.7991745710676,87460,75.6853658536585,2.21610568548147
2018,Serbia,SRB,50640650221.4622,4.4951212927627,7252.40185773992,..,73.36070915,5.8190278777525,5.24995870469327,87460,75.890243902439,1.61493759611063
2016,Serbia,SRB,40692643373.0327,3.33858676542988,5765.20076202711,38.8,67.05684137,7.36808091224345,7.21364017952581,87460,75.6878048780488,1.74515572711488
2018,Seychelles,SYC,1547690759.44363,1.77118346744531,15994.8198615534,32.1,70.1,0,0,460,72.8414634146341,1.38004626804357
2020,Seychelles,SYC,1059886363.63636,-10.7709214792022,10764.4204224611,..,79,..,..,460,..,1.58468040730908
2017,Seychelles,SYC,1528242026.36264,4.73836088608091,15945.2649266263,..,58.76981124,9.08335707626142,8.26367575444114,460,74.3,1.48452121329239
2019,Seychelles,SYC,1582841058.89479,1.1910057381789,16213.4807569248,..,75,..,..,460,73.9439024390244,1.33536129160663
2016,Seychelles,SYC,1426651768.82189,4.56262327793877,15068.6203494184,..,56.51470815,9.75146489165803,8.62780298286706,460,74.309756097561,1.53570599195798
2019,Sierra Leone,SLE,4076578542.56207,5.25424120251536,521.754836722241,..,16.8,..,..,72180,54.696,0.734967689713532
2018,Sierra Leone,SLE,4085114794.22324,3.46460213996657,533.991533265984,35.7,15.8,..,..,72180,54.309,0.751992568713766
2017,Sierra Leone,SLE,3719369107.34992,4.19261007429208,496.682294873131,..,13.23693043,..,..,72180,53.895,1.0938168966116
2020,Sierra Leone,SLE,4063289449.58795,-1.96894782045837,509.376593987322,..,..,..,..,72180,..,0.582096575895398
2016,Sierra Leone,SLE,3674794530.18956,6.05547402877262,501.415165523953,..,11.77318438,..,..,72180,53.444,1.11638235750704
2016,Singapore,SGP,318763807455.664,3.32903445814925,56848.1753918367,..,84.45226789,0.00438034118584367,0.00342592891973143,709,82.8463414634146,3.09931529409734
2019,Singapore,SGP,374386306993.109,1.34521748573569,65640.7079484985,..,88.94925269,0.616711601123943,0.417307143719007,709,83.4975609756098,2.86534682959534
2018,Singapore,SGP,375981539145.907,3.49746960110137,66679.0464899752,..,88.16563603,0.000791315689266549,0.000639162291657675,709,83.2975609756098,2.83550081526403
2017,Singapore,SGP,343337750742.27,4.52037947555507,61176.4563611565,..,84.45226789,0.00103231134510168,0.000731481985449348,709,83.0951219512195,2.98418209999129
2020,Singapore,SGP,339998477929.985,-5.39102140610559,59797.7521801188,..,75.87596245,..,..,709,..,3.2015335956731
2016,Sint Maarten (Dutch part),SXM,1263687150.83799,0.499999999999986,31616.6816992667,..,..,..,..,34,78.2926829268293,..
2019,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,34,..,..
2020,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,34,..,..
2017,Sint Maarten (Dutch part),SXM,1191620111.73184,-5.80000000000001,29369.0568278169,..,..,..,..,34,..,..
2018,Sint Maarten (Dutch part),SXM,1185474860.3352,-6.59999999999987,29160.1038110689,..,..,..,..,34,..,..
2016,Slovak Republic,SVK,89614053143.7939,1.93168080366164,16501.0838450986,25.2,80.47585728,4.10852448150787,4.38557234249156,48080,77.1658536585366,1.11904161081586
2019,Slovak Republic,SVK,105284375640.698,2.60536932770232,19303.5456581383,..,82.8536605,3.04915069819027,3.14226340371042,48080,77.4707317073171,1.71522608432305
2017,Slovak Republic,SVK,95157888666.9967,2.98018707320405,17494.7287902036,..,81.62566752,3.65459946050584,3.74110958779942,48080,77.1658536585366,1.10608750221558
2020,Slovak Republic,SVK,105172564491.569,-4.35875380792719,19266.5135736247,..,89.92090413,..,..,48080,..,1.81444607109268
2018,Slovak Republic,SVK,105561218935.334,3.79441055314645,19380.5135070548,25,80.44892248,3.40354719221428,3.4773544848107,48080,77.2658536585366,1.22674017395086
2018,Slovenia,SVN,54137142149.4799,4.4225215682918,26104.1027889949,24.6,79.7499766,5.26508360554178,5.08168862785409,20136.4,81.3780487804878,0.978150097256643
2019,Slovenia,SVN,54178877605.9999,3.25053133558204,25942.9547741436,..,83.1083578,4.50341560396339,4.3541122129518,20136.4,81.280487804878,1.05739413833166
2016,Slovenia,SVN,44736333522.4522,3.19185251782498,21663.643413767,24.8,75.49850426,7.27961255539248,7.66633972967029,20142,81.1756097560976,1.00428707817666
2020,Slovenia,SVN,53589609580.7099,-4.22926138908075,25517.33066526,..,86.60130109,..,..,20136.4,..,1.10403442860118
2017,Slovenia,SVN,48469082710.3089,4.81538063231366,23455.9447259222,24.2,78.88542636,6.37556186958409,6.38157961922051,20138.1,81.0292682926829,0.981831088695765
2018,Small states,SST,527518555673.901,2.17171219819012,13001.1586933361,..,62.8983740438453,5.96509167003543,6.11926280995768,2501331,69.5410318025947,..
2016,Small states,SST,444926108167.461,2.33141322632304,11350.7256733568,..,49.7506573816485,7.16425582964423,7.10445465741838,2500754,68.9604399069821,..
2020,Small states,SST,451423668844.166,-5.67491506159676,10770.58977779,..,..,..,..,2501331,..,..
2019,Small states,SST,519587425264.176,1.84336197423987,12594.6768910683,..,..,6.67050012407802,5.63923606078512,2501331,69.7708469933063,..
2017,Small states,SST,479917651624.9,1.12103683401423,12032.933965063,..,54.1649484523786,6.0895317983208,5.09414596250906,2500755,69.2790048891203,..
2016,Solomon Islands,SLB,1378551118.49224,5.87986463620982,2225.48684209273,..,11.00090227,0.330085047549755,0.27235157254189,27990,72.424,..
2020,Solomon Islands,SLB,1545888426.23031,-4.31726002703921,2250.6011638607,..,..,0.614159825368177,0.516512389302686,27990,..,..
2017,Solomon Islands,SLB,1483758906.61054,5.34358769476628,2332.84421585545,..,11.92422906,0.39079662677684,0.310028358408611,27990,72.645,..
2019,Solomon Islands,SLB,1570093229.25588,1.20404998631763,2344.04897615315,..,..,0.528141074751827,0.449146226386056,27990,72.996,..
2018,Solomon Islands,SLB,1574599182.64697,3.94424954963497,2411.86292635277,..,..,0.295201299022875,0.224244799421677,27990,72.835,..
2018,Somalia,SOM,5850677295.69858,7.67887980204993,389.83139549804,..,..,0,0,627340,57.068,..
2020,Somalia,SOM,6965285324.52207,2.44021097265804,438.255165584899,..,..,..,..,627340,..,..
2016,Somalia,SOM,5529873479.87153,8.39934578091814,389.822061534188,..,1.88,..,..,627340,56.324,..
2017,Somalia,SOM,5609000000,2.59256022341189,384.463401435243,36.8,2.004048698,0,0,627340,56.709,..
2019,Somalia,SOM,6476674591.87348,8.08144002189277,419.39480767891,..,..,0,0,627340,57.397,..
2020,South Africa,ZAF,335442101366.417,-6.43197482605483,5655.86765390396,..,..,..,..,1213090,..,1.07419344292801
2016,South Africa,ZAF,323585509674.481,0.664552307858116,5756.96574098804,..,54,10.0769726646394,11.1296319673103,1213090,63.153,1.06519964469914
2017,South Africa,ZAF,381448814653.456,1.15794695181735,6690.93984735096,..,56.16739447,10.4192403648419,11.9742504083117,1213090,63.538,1.03006055246802
2018,South Africa,ZAF,404842116738.074,1.48761737271568,7005.09541266022,..,62.4,10.485593268872,12.6337423779799,1213090,63.857,0.984961398491524
2019,South Africa,ZAF,387934574098.17,0.113053696742199,6624.76186493309,..,68.2,10.6330388480228,12.4895045697436,1213090,64.131,0.978057396964981
2017,South Asia,SAS,3348108849820.74,6.6048510419313,1867.44396793317,..,17.0583983541107,10.8830893178659,12.9341366390909,4770787,69.1713277262734,2.52145211368615
2019,South Asia,SAS,3597252024123.45,4.04155959933803,1959.52584479156,..,35.3306771062809,..,..,4770754,69.6436174250367,2.51396069467486
2020,South Asia,SAS,3386420411905.1,-5.70618964938109,1823.71291162955,..,..,..,..,4770754,..,2.77352523687997
2016,South Asia,SAS,2926447614196.87,7.67146359574184,1652.25180081923,..,15.4083419251837,20.2540176574744,18.4590815688377,4770787,68.9161581005149,2.52570069299572
2018,South Asia,SAS,3436593922937.52,6.44430592137985,1894.00888357406,..,18.7849084414711,19.3965097896145,23.011306254749,4770754,69.4122699440301,2.46462703911833
2020,South Asia (IDA & IBRD),TSA,3386420411905.1,-5.7061896493811,1823.71291162955,..,..,..,..,4770754,..,2.77352523687997
2016,South Asia (IDA & IBRD),TSA,2926447614196.87,7.67146359574183,1652.25180081923,..,15.4083419251837,20.2540176574744,18.4590815688377,4770787,68.9161581005149,2.52570069299572
2019,South Asia (IDA & IBRD),TSA,3597252024123.45,4.04155959933803,1959.52584479156,..,35.3306771062809,..,..,4770754,69.6436174250367,2.51396069467486
2018,South Asia (IDA & IBRD),TSA,3436593922937.52,6.44430592137985,1894.00888357406,..,18.7849084414711,19.3965097896145,23.011306254749,4770754,69.4122699440301,2.46462703911833
2017,South Asia (IDA & IBRD),TSA,3348108849820.74,6.60485104193131,1867.44396793317,..,17.0583983541107,10.8830893178659,12.9341366390909,4770787,69.1713277262734,2.52145211368615
2016,South Sudan,SSD,..,..,..,44.1,6.679728051,..,..,631945.102,57.12,4.60153148570379
2018,South Sudan,SSD,..,..,..,..,..,..,..,631928.123,57.604,3.64989257499063
2019,South Sudan,SSD,..,..,..,..,..,..,..,631928.123,57.846,3.55818489023246
2020,South Sudan,SSD,..,..,..,..,..,..,..,631928.123,..,..
2017,South Sudan,SSD,..,..,..,..,7.977428907,..,..,631944.08,57.365,2.35453775832203
2016,Spain,ESP,1232076017361.53,3.03130132981933,26505.3432155204,35.8,80.56133294,..,..,499564,83.3292682926829,1.13772803993392
2018,Spain,ESP,1420300232663.59,2.28878567617447,30349.7520984361,34.7,86.10723553,6.71332899265185,7.3975059788179,499603.479,83.4317073170732,1.25393588160509
2019,Spain,ESP,1393046093137.25,2.08519142117105,29555.3156985079,..,90.71866533,6.22104203824195,6.83573061079254,499603.479,83.4853658536585,1.23343873416176
2017,Spain,ESP,1309297246509.31,2.97364119053731,28100.5862419453,34.7,84.6022457,6.96562738096206,7.83590056428245,499547.35,83.2829268292683,1.23069077613875
2020,Spain,ESP,1281484640043.58,-10.8228864939664,27063.1939180299,..,93.20564609,..,..,499603.479,..,1.40205341706531
2018,Sri Lanka,LKA,87963042340.8379,3.27200047854103,4059.20822984947,..,26,36.3173174082839,44.0987328854393,61864,76.812,1.84297753096693
2019,Sri Lanka,LKA,83990946939.4651,2.25517652855038,3852.26560287415,..,29,35.5525839412668,47.469362688155,61864,76.978,2.01112146747634
2020,Sri Lanka,LKA,80676681933.978,-3.5690761372374,3680.67347661745,..,35,..,..,61864,..,1.93310423757205
2016,Sri Lanka,LKA,82401038709.5356,4.48663453096836,3886.29150165239,39.3,15.1,30.4440187845948,36.0803323324563,61893,76.482,2.11414241514147
2017,Sri Lanka,LKA,87428128123.7209,3.5781696792194,4077.04384087488,..,21.3,33.3483558347105,39.9859170828158,61893,76.648,2.11969664088295
2016,St. Kitts and Nevis,KNA,1008888888.88889,13.394861311528,19541.1278329793,..,76.81767491,25.6269748640724,21.045187834584,260,..,..
2020,St. Kitts and Nevis,KNA,980740740.740741,-14.3999965497237,18437.7489235363,..,..,..,..,260,..,..
2017,St. Kitts and Nevis,KNA,1060740740.74074,0.899999116287702,20384.7478810966,..,80.71019081,6.23930056248471,4.88417727577295,260,..,..
2018,St. Kitts and Nevis,KNA,1078518518.51852,2.6999994657438,20567.4991135916,..,..,..,..,260,..,..
2019,St. Kitts and Nevis,KNA,1164814814.81481,4.79999952242969,22046.6899120796,..,..,..,..,260,..,..
2019,St. Lucia,LCA,2118791555.55556,-0.063943687373154,11591.0804756999,..,..,..,..,610,76.203,..
2017,St. Lucia,LCA,1996771444.44444,3.50175264647056,11034.6298496557,..,50.81524478,16.0689480995075,13.6353895060185,610,75.907,..
2016,St. Lucia,LCA,1865513444.44444,3.6463151711385,10362.3516588778,51.2,46.72907806,16.2847013907827,14.396474411518,610,75.752,..
2018,St. Lucia,LCA,2065127259.25926,2.92642088454855,11353.7152084186,..,..,..,..,610,76.057,..
2020,St. Lucia,LCA,1616772740.74074,-20.3736417898159,8804.5610483134,..,..,..,..,610,..,..
2017,St. Martin (French part),MAF,..,..,..,..,..,..,..,50,79.6219512195122,..
2019,St. Martin (French part),MAF,..,..,..,..,..,..,..,50,79.9731707317073,..
2016,St. Martin (French part),MAF,..,..,..,..,..,..,..,50,79.5219512195122,..
2020,St. Martin (French part),MAF,..,..,..,..,..,..,..,50,..,..
2018,St. Martin (French part),MAF,..,..,..,..,..,..,..,50,79.8219512195122,..
2016,St. Vincent and the Grenadines,VCT,774429629.62963,1.89858763602686,7074.5487647385,..,55.57,8.30110953500573,6.90926734594857,390,72.193,..
2019,St. Vincent and the Grenadines,VCT,825040740.740741,0.534023342876026,7460.15336179271,..,..,..,..,390,72.534,..
2018,St. Vincent and the Grenadines,VCT,811300000,2.15973003374579,7361.4009618002,..,..,..,..,390,72.415,..
2017,St. Vincent and the Grenadines,VCT,792177777.777778,0.999772778913879,7213.02585706279,..,65.56,8.82525150369937,8.13689083740941,390,72.3,..
2020,St. Vincent and the Grenadines,VCT,807474074.074074,-3.25283390832922,7278.01629673695,..,..,..,..,390,..,..
2020,Sub-Saharan Africa,SSF,1705379934850.61,-2.01213540654433,1501.15292114676,..,..,..,..,23852823.228,..,1.08474537569105
2016,Sub-Saharan Africa,SSF,1563897897523.55,1.16309282605587,1529.43925636502,..,18.9589987808782,8.50642413303587,8.0369180702581,23852850.342,60.4423935617356,1.18799320229003
2019,Sub-Saharan Africa,SSF,1804482330027.71,2.57695047521969,1630.12737786282,..,28.9713924941289,10.6330388480228,10.3209436363995,23852823.228,61.6274425077664,1.00738410094253
2018,Sub-Saharan Africa,SSF,1754544849278.58,2.6886930625744,1627.11035991953,..,26.2716856853771,9.97781462942118,9.45258772326136,23852823.228,61.273032490238,1.05992441464395
2017,Sub-Saharan Africa,SSF,1669097279286.27,2.44183008114076,1589.37001328992,..,22.3080759233952,8.32576662136964,7.96432551232141,23852824.032,60.8800162996276,1.17319932730363
2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,1804482330027.71,2.57695047521966,1630.12737786282,..,28.9713924941289,10.6330388480228,10.3209436363995,23852823.228,61.6274425077664,1.00738410094253
2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,1754544849278.58,2.68869306257442,1627.11035991953,..,26.2716856853771,9.97781462942118,9.45258772326136,23852823.228,61.273032490238,1.05992441464395
2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,1563897897523.55,1.16309282605592,1529.43925636502,..,18.9589987808782,8.50642413303587,8.0369180702581,23852850.342,60.4423935617356,1.18799320229003
2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,1705379934850.61,-2.0121354065443,1501.15292114676,..,..,..,..,23852823.228,..,1.08474537569105
2017,Sub-Saharan Africa (IDA & IBRD countries),TSS,1669097279286.28,2.44183008114072,1589.37001328992,..,22.3080759233952,8.32576662136964,7.96432551232141,23852824.032,60.8800162996276,1.17319932730363
2016,Sub-Saharan Africa (excluding high income),SSA,1562471245754.72,1.16030423201126,1528.18553526174,..,18.9552704474794,8.50642413303587,8.0369180702581,23852390.342,60.441109451202,1.18767269281199
2020,Sub-Saharan Africa (excluding high income),SSA,1704320048486.98,-2.00471206839836,1500.34999742719,..,..,..,..,23852363.228,..,1.08442619211934
2018,Sub-Saharan Africa (excluding high income),SSA,1752997158519.13,2.68948845237517,1625.82097114825,..,26.2670812169652,9.97781462942118,9.45258772326136,23852363.228,61.2719943146726,1.05963960483958
2017,Sub-Saharan Africa (excluding high income),SSA,1667569037259.91,2.4398829061693,1588.05970444351,..,22.3042491633179,8.32576662136964,7.96432551232141,23852364.032,60.8787914144172,1.17291145593273
2019,Sub-Saharan Africa (excluding high income),SSA,1802899488968.81,2.5781412075649,1628.84112706461,..,28.9667271807756,10.6330388480228,10.3209436363995,23852363.228,61.6263561968196,1.00709368055422
2017,Sudan,SDN,41283617976.1905,0.70925628476644,1011.5212160524,..,..,..,..,1849238.953,64.881,3.50716608687275
2019,Sudan,SDN,26155799324.8663,-2.17825104530091,610.927861513165,..,25.4,..,..,1849233.715,65.311,1.64462108853173
2016,Sudan,SDN,42630376000,3.46764218409288,1069.83995681729,..,14.09999994,4.77144464989147,5.12851531244437,1849240.201,64.663,2.65023238020531
2018,Sudan,SDN,30964349684.7059,-2.6809305497999,740.746767001408,..,..,..,..,1849233.715,65.095,1.78345741926471
2020,Sudan,SDN,21329109521.8077,-3.62980562615675,486.418816281925,..,..,..,..,1849233.715,..,1.13172569881236
2019,Suriname,SUR,3984483762.37123,1.09846777827852,6853.69341077988,..,..,..,..,156000,71.682,..
2017,Suriname,SUR,3591623596.03082,1.56719106520956,6295.56056173578,..,48.94517397,..,..,156000,71.463,..
2018,Suriname,SUR,3996247906.19765,4.94827076559268,6938.08698147294,..,..,..,..,156000,71.57,..
2020,Suriname,SUR,2884248048.49068,-15.9079511896139,4916.60566637918,..,..,..,..,156000,..,..
2016,Suriname,SUR,3317438910.83068,-4.91578646874108,5872.78942866166,..,45.4,..,..,156000,71.358,..
2016,Sweden,SWE,515654671469.547,2.07059315052096,51965.1571531985,29.6,89.65094761,1.46350788750743,1.38391577864846,407310,82.3073170731707,1.0530163887864
2019,Sweden,SWE,533879529188.454,1.98619587380391,51939.4297445291,..,94.49344341,1.00114102265346,0.946047624590638,407310,82.9585365853659,1.09894309352491
2020,Sweden,SWE,541220059459.25,-2.94812787928382,52274.4087868798,..,94.53943122,..,..,407310,..,1.22139733216777
2018,Sweden,SWE,555455371487.089,1.95002284569983,54589.0603860606,30,89.24696316,1.28599304628582,1.21532824416174,407310,82.5585365853659,1.03224609210767
2017,Sweden,SWE,541018749769.097,2.56792452526476,53791.5087298403,28.8,93.00626697,1.2916696253489,1.21626234955038,407310,82.409756097561,1.023179204574
2018,Switzerland,CHE,735539301552.674,2.91690509826611,86388.4049527184,33.1,91.8,1.00385408154789,0.94279306534226,39516.03,83.7536585365854,0.632561531257734
2019,Switzerland,CHE,731767398052.879,1.21099220711962,85334.5194620909,..,93.14608695,0.903426460773779,0.843479377979064,39516.03,83.7048780487805,0.69925073287964
2016,Switzerland,CHE,695600652899.283,2.04518646926613,83073.2800824812,33,89.13468774,1.45785659131372,1.4303892263947,39516.03,83.6024390243903,0.657387011229797
2020,Switzerland,CHE,752248045730.11,-2.39282604159746,87097.0364503764,..,..,..,..,39516.03,..,0.77852063912652
2017,Switzerland,CHE,704478516963.855,1.58481961645738,83352.0886533412,32.7,89.68614767,1.22969401191283,1.15797399462261,39516.03,83.5512195121951,0.656917773004311
2017,Syrian Arab Republic,SYR,16112991411.879,-0.727486723592449,942.518915865706,..,34.25340193,..,..,183630,70.967,..
2016,Syrian Arab Republic,SYR,12356980638.8143,-5.63043804992256,707.505266723622,..,31.86962727,..,..,183630,70.315,..
2018,Syrian Arab Republic,SYR,21490335085.8366,1.47576647550751,1268.23584864054,..,..,..,..,183630,71.779,..
2020,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,183630,..,..
2019,Syrian Arab Republic,SYR,22777882165.1115,3.74777538743783,1334.37059333293,..,..,..,..,183630,72.697,..
2019,Tajikistan,TJK,8300784856.87904,7.39999963813631,890.544402355733,..,..,..,..,138790,71.097,1.03832977829487
2018,Tajikistan,TJK,7765014424.33779,7.59999938722835,853.218873401321,..,..,..,..,138790,70.879,1.08230201615246
2016,Tajikistan,TJK,6992393787.40891,6.89999961998744,807.10258610434,..,20.47,..,..,138790,70.397,1.215139771365
2020,Tajikistan,TJK,8194150301.78552,4.49999951669761,859.137961121368,..,..,..,..,138790,..,1.01068975228673
2017,Tajikistan,TJK,7536439875.08334,7.100001403137,848.672379903239,..,21.96,..,..,138790,70.647,1.09390601214542
2018,Tanzania,TZA,57003713610.7625,5.44496760087571,1042.8387560513,..,19,10.5821783757694,10.3457490104587,885800,65.015,1.05523659705002
2020,Tanzania,TZA,62409709110.9538,1.99634350627701,1076.46970642052,..,..,..,..,885800,..,1.02622383527583
2017,Tanzania,TZA,53320625958.5628,6.78568011405198,1004.90658838695,40.5,15.99999943,9.14993835727759,9.92983630531227,885800,64.479,1.05579628235399
2016,Tanzania,TZA,49774021003.0748,6.86711619644551,966.503016569611,..,13.50423285,10.0223231731321,10.4299208559005,885800,63.844,1.09369193376988
2019,Tanzania,TZA,61136873692.3985,5.79999997709915,1085.88486002476,..,20,..,..,885800,65.456,1.01776679034697
2019,Thailand,THA,544263840039.166,2.26643367175595,7817.00967118918,34.9,66.65241946,5.56988267094927,5.18065119044892,510890,77.15,1.3527078362855
2020,Thailand,THA,501643653514.925,-6.09898384267129,7186.87409206525,..,77.8437476,..,..,510890,..,1.47384973855033
2017,Thailand,THA,456356961443.497,4.1776810321001,6593.81835157138,36.5,52.89192934,5.00434177349225,4.80684235543893,510890,76.683,1.38995441916021
2018,Thailand,THA,506611070188.362,4.18958549566707,7296.87960772339,36.4,56.81748093,5.44766632406584,5.13402528616391,510890,76.931,1.35757399741359
2016,Thailand,THA,413366150655.591,3.43515771692182,5993.30551610045,36.9,47.50496562,4.38018346635709,4.18060320333454,510890,76.403,1.42144012082841
2017,Timor-Leste,TLS,1615609700,-3.07109976075395,1299.49463507231,..,27.49273173,5.2027151333981E-05,4.77493182634753E-05,14870,69.007,0.91694336466683
2020,Timor-Leste,TLS,1902156800,10.37185523562,1442.73073825015,..,..,..,..,14870,..,1.16219772323079
2016,Timor-Leste,TLS,1650618500,3.38530654893876,1353.75493422806,..,25.24624959,0,0,14870,68.735,1.03994446648155
2018,Timor-Leste,TLS,1583876200,-0.687542477354754,1249.13835051953,..,..,0,0,14870,69.26,0.762205692726996
