Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2019,British Virgin Islands,VGB,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.918790102005,12.195460319519
2017,British Virgin Islands,VGB,..,12,..,..,..,..,..,..,..,..,..,..,..,..,29.8569,35.07155,35.07155,2.66543006896973,15.009349822998
2020,British Virgin Islands,VGB,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.1613798141479
2019,Brunei Darussalam,BRN,13469422958.5105,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Brunei Darussalam,BRN,11400854267.7188,9,98.766357421875,95.885383605957,97.4489288330078,96.7688522338867,..,..,..,..,..,..,..,..,19.5228,60.84435,18.8945,4.42540979385376,11.4419498443604
2020,Brunei Darussalam,BRN,12005825769.5087,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Brunei Darussalam,BRN,12128104859.1498,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Brunei Darussalam,BRN,13567351175.0315,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Bulgaria,BGR,69889347433.4324,11,..,..,..,..,26.0534706115723,95.6712493896484,26.0534706115723,..,..,77.7781982421875,..,..,..,..,..,..,..
2018,Bulgaria,BGR,66363422450.2112,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Bulgaria,BGR,59199447421.4924,11,95.9988708496094,96.6049194335938,93.8508529663086,95.5057373046875,24.7128791809082,95.3857192993164,24.7128791809082,..,..,76.4485397338867,..,..,..,..,..,4.09102010726929,12.7309503555298
2016,Bulgaria,BGR,53953897624.4344,11,..,..,..,..,24.6281509399414,95.1430511474609,24.6281509399414,..,..,75.5995407104492,..,..,..,..,..,..,..
2019,Bulgaria,BGR,68915416141.9576,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Burkina Faso,BFA,17933606353.1775,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Burkina Faso,BFA,15890065019.7634,10,..,..,..,..,2.14627003669739,12.6708002090454,3.01021003723145,14.7087001800537,2.67569994926453,6.15245008468628,1.34100997447968,0.0598200000822544,..,..,..,5.43056011199951,22.661169052124
2016,Burkina Faso,BFA,12833363370.174,10,97.5758514404297,90.4944686889648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Burkina Faso,BFA,14106956830.0857,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.62846994400024,21.4440002441406
2019,Burkina Faso,BFA,16178162030.0694,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.78548002243042,..
2016,Burundi,BDI,2732808556.84172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.69199991226196,20.784610748291
2018,Burundi,BDI,2668495742.88443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.07864999771118,18.7934303283691
2017,Burundi,BDI,2748180473.71333,..,..,..,..,..,0.908619999885559,9.27593994140625,..,17.9970207214355,1.63555002212524,5.59581995010376,..,..,..,..,..,4.76202011108398,19.7648506164551
2019,Burundi,BDI,2631434363.22693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Burundi,BDI,2841786382.19063,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Cabo Verde,CPV,1966503222.76759,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.36885023117065,17.5685405731201
2019,Cabo Verde,CPV,1981845740.70615,10,96.9558563232422,100,94.443977355957,..,..,..,..,..,..,..,..,..,..,..,..,4.73345994949341,15.1536998748779
2020,Cabo Verde,CPV,1703698676.69742,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.0901908874512
2016,Cabo Verde,CPV,1662998677.88425,10,96.8644790649414,95.0284271240234,88.6996765136719,95.0569076538086,..,..,..,..,..,..,..,..,39.08446,40.84653,17.64119,5.28879022598267,17.8430099487305
2017,Cabo Verde,CPV,1768319144.00218,10,..,..,..,..,..,..,..,..,..,..,..,..,38.09451,39.92847,17.15109,5.18174982070923,16.4125804901123
2017,Cambodia,KHM,22177200511.5811,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Cambodia,KHM,25808561550.9514,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Cambodia,KHM,24571753583.4922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.16285991668701,9.38502025604248
2019,Cambodia,KHM,27089389786.979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Cambodia,KHM,20016747754.0192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Cameroon,CMR,39973839064.6084,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.13120007514954,16.8831596374512
2016,Cameroon,CMR,33814337900.2831,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.65423011779785,12.6946897506714
2017,Cameroon,CMR,36098550141.5897,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.15481996536255,15.9128103256226
2020,Cameroon,CMR,40804449726.0184,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3899097442627
2019,Cameroon,CMR,39670977332.7348,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.10050010681152,14.0946702957153
2016,Canada,CAN,1527994741907.43,10,..,..,92.7952194213867,..,25.7544403076172,..,60.4142990112305,..,49.667610168457,84.4691925048828,7.0987401008606,0.946200013160706,..,..,..,..,..
2020,Canada,CAN,1645423407568.36,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Canada,CAN,1649265644244.09,10,..,..,89.6462936401367,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Canada,CAN,1725329192783.02,10,..,..,89.9959564208984,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Canada,CAN,1742015045482.31,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Caribbean small states,CSS,69598702057.8724,6.5,97.6174011230469,97.9534378051758,95.7874908447266,97.3283386230469,..,..,..,..,..,..,..,..,35.87399,38.94375,18.22901,4.64326500892639,14.7895903587341
2018,Caribbean small states,CSS,75312833438.1826,6.5,98.7713317871094,97.7152862548828,98.0855102539063,98.0438385009766,..,..,..,..,..,..,..,..,34.16447,37.74991,19.59513,4.35002493858337,14.177869796753
2017,Caribbean small states,CSS,71693634217.0543,6.5,98.1425094604492,97.3218383789063,95.29931640625,97.2133865356445,..,..,..,..,..,..,..,..,37.87799,36.25373,19.25634,4.41071999073029,14.1447253227234
2019,Caribbean small states,CSS,76173669481.1443,6.5,98.3654632568359,98.1260528564453,99.5154495239258,98.3605117797852,..,..,..,..,..,..,..,..,..,..,..,4.36243999004364,13.9673848152161
2020,Caribbean small states,CSS,66039332389.2884,6.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.40337991714478,9.37712955474854
2017,Cayman Islands,CYM,5166467298.69195,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Cayman Islands,CYM,5522625585.0234,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Cayman Islands,CYM,4909498979.9592,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Cayman Islands,CYM,5591623664.9466,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Cayman Islands,CYM,5935769350.77403,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Central African Republic,CAF,2220978978.17342,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.56587994098663,9.13549995422363
2020,Central African Republic,CAF,2380087758.04137,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.78244018554688
2016,Central African Republic,CAF,1825018190.85071,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7540899515152,7.31901979446411
2019,Central African Republic,CAF,2220307368.69593,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.76871001720428,9.79780960083008
2017,Central African Republic,CAF,2072349794.23301,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.75364995002747,8.89505004882813
2016,Central Europe and the Baltics,CEB,1321405910582.08,10,92.8103408813477,93.4262237548828,92.6039581298828,93.1268081665039,..,..,..,..,..,..,..,..,22.21594,34.51418,20.5208,4.63339996337891,11.2839498519897
2018,Central Europe and the Baltics,CEB,1645327230573.33,10,91.7864303588867,92.5518264770508,87.8230667114258,91.4178085327148,..,..,..,..,..,..,..,..,..,..,..,4.26692008972168,11.1235504150391
2020,Central Europe and the Baltics,CEB,1653247533863.81,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Central Europe and the Baltics,CEB,1463917493520.8,10,94.606559753418,94.9724578857422,92.5416564941406,93.4933624267578,..,..,..,..,..,..,..,..,..,..,..,4.09102010726929,10.8470802307129
2019,Central Europe and the Baltics,CEB,1673863310975.42,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Chad,TCD,10097778353.7651,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.29999995231628,13
2019,Chad,TCD,11314951342.7807,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.37245988845825,14.2137899398804
2018,Chad,TCD,11239167048.4916,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.25947999954224,..
2020,Chad,TCD,10829076801.729,10,95.5713500976563,..,99.1104278564453,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6715097427368
2017,Chad,TCD,10000395242.1457,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.45481991767883,16.3627490997314
2017,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Chile,CHL,279385487344.492,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Chile,CHL,277034675515.684,12,94.2666702270508,93.5313262939453,96.4390182495117,93.5062713623047,14.6437301635742,79.604850769043,..,87.5370407104492,22.0356903076172,59.2311515808105,1.51487994194031,..,27.90774,28.47031,25.15363,5.41966009140015,21.3115501403809
2020,Chile,CHL,252940023046.007,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Chile,CHL,250440149690.846,12,..,..,..,..,..,..,..,..,..,..,..,..,28.08302,29.06897,25.39554,5.34201002120972,21.1554794311523
2018,Chile,CHL,297571693064.193,12,87.3705978393555,87.1581192016602,93.2025527954102,88.1638412475586,..,..,..,..,..,..,..,..,..,..,..,5.43316984176636,21.3795299530029
2017,China,CHN,12310409370894.2,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.66744995117188,12.1553001403809
2018,China,CHN,13894817549380.3,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.54249000549316,11.4506902694702
2020,China,CHN,14722730697890.1,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,China,CHN,14279937467431,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,China,CHN,11233276536744.7,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.79362010955811,12.2695598602295
2017,Colombia,COL,311883730690.129,12,95.0100326538086,95.0055313110352,49.2981414794922,76.1522369384766,..,..,..,..,..,..,..,..,35.00704,37.24471,22.49238,4.53551006317139,15.4687404632568
2018,Colombia,COL,334198214706.209,12,95.4101867675781,95.5542297363281,57.325008392334,87.3600769042969,11.7552995681763,54.4446983337402,..,78.9025573730469,21.2513294219971,49.7744789123535,3.57410001754761,..,32.70964,38.05749,23.31461,4.44910001754761,12.8371896743774
2019,Colombia,COL,323429888934.257,12,94.6719207763672,94.6719207763672,89.3719863891602,84.9524383544922,12.0679597854614,55.8196296691895,21.6269798278809,79.9153823852539,21.6269798278809,51.0982284545898,3.72480010986328,..,..,..,..,4.5062198638916,14.1365804672241
2020,Colombia,COL,271437596293.843,12,..,..,..,..,12.846360206604,57.7458305358887,22.5394897460938,81.4346771240234,22.5394897460938,53.1528701782227,3.8704400062561,..,..,..,..,..,..
2016,Colombia,COL,282825009887.458,12,95.9206008911133,95.9206008911133,50.7212295532227,77.500617980957,10.9017200469971,52.0793495178223,..,77.0550918579102,20.1363105773926,47.2685508728027,3.31680011749268,..,35.98056,34.68962,22.97659,4.47721004486084,14.9271898269653
2018,Comoros,COM,1188797574.94753,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Comoros,COM,1077439662.5798,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Comoros,COM,1012835518.26037,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Comoros,COM,1235400352.2931,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Comoros,COM,1192559739.37288,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,"Congo, Dem. Rep.",COD,37134799974.5225,6,..,..,..,..,3.47718000411987,50.6642990112305,..,63.5596313476563,9.11783981323242,27.2640800476074,0.13204999268055,0.0241700001060963,..,..,..,2.1186900138855,14.6354198455811
2018,"Congo, Dem. Rep.",COD,47146004586.6824,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,"Congo, Dem. Rep.",COD,38019265625.8845,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.45494997501373,14.006420135498
2019,"Congo, Dem. Rep.",COD,50400747050.496,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,"Congo, Dem. Rep.",COD,48716960860.0664,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,"Congo, Rep.",COG,13670036995.9959,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00147008895874,15.582799911499
2017,"Congo, Rep.",COG,11090177747.1315,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.44296979904175,15.68577003479
2020,"Congo, Rep.",COG,10187122341.4051,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.0830593109131
2016,"Congo, Rep.",COG,10215989995.0073,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.20979022979736,11.3723001480103
2019,"Congo, Rep.",COG,12750339022.9512,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.89800000190735,16.6643295288086
2019,Costa Rica,CRI,64072870931.603,13,97.1902008056641,99.3941268920898,..,98.1004333496094,..,..,..,..,..,..,..,..,..,..,..,6.80879020690918,24.5510101318359
2018,Costa Rica,CRI,62420165099.7301,13,98.2315292358398,99.7056884765625,100,97.3960037231445,21.3097190856934,54.5584602355957,..,81.9713897705078,22.2299098968506,39.6567306518555,2.82293009757996,0.314749985933304,28.67492,28.6795,23.13634,6.7790699005127,26.086669921875
2016,Costa Rica,CRI,58847016044.8244,13,100,100,100,96.0095367431641,20.6339893341064,53.1069602966309,..,81.2402267456055,21.4458408355713,38.2961387634277,2.64896011352539,..,34.0248,31.99655,22.95425,6.89395999908447,23.4232006072998
2020,Costa Rica,CRI,61846895120.7808,13,98.692253112793,99.4060592651367,100,98.5731201171875,21.6056900024414,55.4441909790039,22.2933502197266,83.0834732055664,22.2933502197266,40.9356117248535,2.85759997367859,0.221780002117157,..,..,..,6.74626016616821,21.5394802093506
2017,Costa Rica,CRI,60516043590.1924,13,90.3901290893555,95.6132888793945,100,95.5987930297852,..,..,..,..,..,..,..,..,28.92008,31.69431,23.63856,7.06980991363525,30.1514205932617
2016,Cote d'Ivoire,CIV,47964234560.0514,10,99.1828689575195,96.1658477783203,73.8812103271484,93.4200668334961,..,..,..,..,..,..,..,..,44.45114,30.67585,21.8988,3.97232007980347,22.3875999450684
2020,Cote d'Ivoire,CIV,61348579465.1017,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0821800231934
2017,Cote d'Ivoire,CIV,51588158717.5348,10,99.2167129516602,91.7075500488281,82.4572372436523,93.5346984863281,..,..,..,..,..,..,..,..,39.52525,31.42684,26.03471,3.80347990989685,20.6334991455078
2019,Cote d'Ivoire,CIV,58539424929.7248,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.70040011405945,17.3795795440674
2018,Cote d'Ivoire,CIV,58011466450.8643,10,98.9734802246094,90.4021072387695,82.0759124755859,94.6153182983398,..,..,..,..,..,..,..,..,47.29398,35.11957,14.02777,3.23993992805481,18.2890892028809
2019,Croatia,HRV,62246206340.5469,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Croatia,HRV,56214427431.2,8,97.3167190551758,..,91.3473281860352,95.8056564331055,..,..,..,..,..,..,..,..,..,..,..,3.90566992759705,8.63871002197266
2018,Croatia,HRV,62247874948.8225,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Croatia,HRV,52295158344.2544,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Croatia,HRV,57203783203.0259,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Cuba,CUB,103428000000,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Cuba,CUB,96851000000,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Cuba,CUB,100050000000,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Cuba,CUB,107352000000,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Cuba,CUB,91370000000,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Curacao,CUW,3127908044.69274,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Curacao,CUW,3116610111.73184,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Curacao,CUW,3122287932.96089,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Curacao,CUW,3101787709.49721,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Curacao,CUW,2595821708.81313,14,..,..,..,..,30.1669502258301,90.3818206787109,..,99.3997497558594,..,51.0097389221191,13.9450397491455,..,..,..,..,..,..
2016,Cyprus,CYP,20953442550.3653,10,93.0887908935547,96.1985092163086,88.6720733642578,93.9187698364258,26.615270614624,80.3129577636719,38.2378196716309,95.0117797851563,36.4958114624023,71.1635284423828,10.6259298324585,0.718360006809235,32.74563,40.94874,20.78145,6.14541006088257,16.4027805328369
2018,Cyprus,CYP,25522671232.8767,10,..,..,..,..,28.5613594055176,81.7732315063477,39.1658592224121,95.5756072998047,37.7905197143555,72.9813537597656,12.2080698013306,0.754980027675629,..,..,..,..,..
2017,Cyprus,CYP,22870833709.8961,10,95.6190490722656,97.155029296875,74.3585662841797,92.2850112915039,..,..,..,..,..,..,..,..,..,..,..,5.75416994094849,15.6789302825928
2019,Cyprus,CYP,25758357774.5438,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Cyprus,CYP,24612646487.7213,10,..,..,..,..,29.795259475708,82.9165267944336,40.1196594238281,95.987190246582,38.6319885253906,74.4701614379883,13.4258699417114,1.05020999908447,..,..,..,..,..
2017,Czech Republic,CZE,218628940951.675,9,90.1988220214844,92.0421295166016,92.9804077148438,91.2352828979492,20.7316493988037,99.8279190063477,..,99.8783798217773,20.8569507598877,90.5752105712891,16.1765995025635,0.675140023231506,..,..,..,3.80615997314453,9.76358985900879
2019,Czech Republic,CZE,252498032247.163,9,..,..,..,..,20.9109001159668,99.8096313476563,..,99.8614807128906,21.0129203796387,90.6672668457031,16.0015602111816,0.681429982185364,..,..,..,..,..
2016,Czech Republic,CZE,196272068576.338,9,91.2414627075195,92.6881332397461,92.362922668457,94.5649871826172,20.0784492492676,99.8044586181641,20.2412490844727,99.8392105102539,20.2412490844727,90.2288589477539,15.8107595443726,0.652740001678467,13.23953,29.00771,12.59606,5.55373001098633,13.971489906311
2020,Czech Republic,CZE,245339322066.759,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Czech Republic,CZE,248950103352.137,9,89.2502593994141,88.5060119628906,83.3770599365234,87.3880996704102,..,..,..,..,..,..,..,..,..,..,..,4.26692008972168,10.5118703842163
2020,Denmark,DNK,356084867685.639,10,..,..,..,..,33.0904998779297,95.152702331543,38.0218505859375,..,37.7416610717773,79.3219375610352,13.4771604537964,1.12636995315552,..,..,..,..,..
2018,Denmark,DNK,356841216410.068,10,90.3424072265625,93.3021621704102,95.0120010375977,..,32.3588409423828,93.8091125488281,37.1166496276855,..,37.1166496276855,79.2777328491211,12.7257099151611,0.77863997220993,..,..,..,..,..
2016,Denmark,DNK,313115929314.339,10,..,..,..,..,30.979829788208,92.4495697021484,35.7636909484863,..,35.4178695678711,78.184440612793,11.4985599517822,0.835189998149872,..,..,..,..,..
2019,Denmark,DNK,347561349210.979,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Denmark,DNK,332121063806.391,10,90.3557586669922,94.7145690917969,96.5899429321289,94.3701324462891,..,..,..,..,..,..,..,..,..,..,..,7.75243997573853,15.3363304138184
2018,Djibouti,DJI,3012803457.10411,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.62773990631104,13.991530418396
2016,Djibouti,DJI,2603540256.91955,10,97.0345611572266,72.4487380981445,..,..,..,..,..,..,..,..,..,..,42.83605,0.82897,..,3.92439007759094,12.0085096359253
2019,Djibouti,DJI,3324615549.09099,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Djibouti,DJI,2751445573.68009,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.74855995178223,13.2546997070313
2020,Djibouti,DJI,3384385216.71609,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Dominica,DMA,550622222.222222,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.57154989242554,8.44583988189697
2016,Dominica,DMA,576229629.62963,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.12972021102905,12.6981000900269
2017,Dominica,DMA,519837037.037037,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7667498588562,9.78390979766846
2020,Dominica,DMA,504214814.814815,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.99812984466553,10.6661701202393
2019,Dominica,DMA,611537037.037037,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.57160997390747,8.29829978942871
