,Country Name,Country Code,Year,Control of Corruption Score,Government Effectiveness Score,Political Stability Score,Regulatory Quality Score,Rule of Law Score,Free Speech Score,Weighted Governance
694,Netherlands Antilles,ANT,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,New Zealand,NZL,2016,2.283908,1.842496,1.519183,2.038275,1.95464,1.533283,37.517748999999995
696,New Zealand,NZL,2017,2.244731,1.769038,1.595223,2.09194,1.927889,1.558655,37.916987
697,New Zealand,NZL,2018,2.174655,1.669032,1.533905,2.006682,1.876398,1.589525,36.938984000000005
698,New Zealand,NZL,2019,2.170174,1.670557,1.411302,1.881057,1.885101,1.535292,35.499365
699,New Zealand,NZL,2020,2.150458,1.589406,1.486,1.877044,1.883367,1.596883,35.863019
700,Nicaragua,NIC,2016,-0.8713118,-0.6887094,-0.0887977,-0.5067052,-0.6444019,-0.680073,-11.4223085
701,Nicaragua,NIC,2017,-0.8721152,-0.6272182,-0.0488942,-0.6706238,-0.6461701,-0.7177669,-12.127352299999998
702,Nicaragua,NIC,2018,-1.08738,-0.8029793,-0.9523925,-0.7042721,-1.057517,-1.100828,-19.577113399999998
703,Nicaragua,NIC,2019,-1.096854,-0.7708514,-1.004794,-0.6889327,-1.175733,-1.09542,-19.718354700000003
704,Nicaragua,NIC,2020,-1.249458,-0.7140198,-0.6496124,-0.6596352,-1.217995,-1.097209,-18.33885
705,Niger,NER,2016,-0.6440736,-0.6336225,-1.103307,-0.6713569,-0.6612533,-0.4192002,-14.135481700000001
706,Niger,NER,2017,-0.6648608,-0.7034824,-1.265764,-0.6779783,-0.6820633,-0.4280417,-15.1434298
707,Niger,NER,2018,-0.5763018,-0.7629804,-1.364558,-0.638694,-0.579003,-0.6036806,-16.2943334
708,Niger,NER,2019,-0.5629889,-0.8012532,-1.410087,-0.6683207,-0.5327945,-0.5861695,-16.561500400000003
709,Niger,NER,2020,-0.6588671,-0.617085,-1.742846,-0.7429972,-0.547357,-0.516928,-17.5042842
710,Nigeria,NGA,2016,-1.024854,-1.087596,-1.87771,-0.9188931,-1.017473,-0.319409,-20.351728499999997
711,Nigeria,NGA,2017,-1.078973,-1.01082,-1.999155,-0.8839844,-0.8708053,-0.3400025,-20.5177683
712,Nigeria,NGA,2018,-1.051078,-1.018126,-2.101823,-0.804415,-0.8801294,-0.4307562,-21.0505676
713,Nigeria,NGA,2019,-1.101318,-1.088863,-1.920183,-0.8609191,-0.8980616,-0.4345323,-20.9598079
714,Nigeria,NGA,2020,-1.09688,-1.029475,-1.859349,-0.9626663,-0.8124883,-0.5851821,-21.856493400000005
715,Niue,NIU,2016,0.0,0.0,0.6277127999999998,0.0,0.0,1.876212,13.7681232
716,Niue,NIU,2017,0.0,0.0,0.8084410999999999,0.0,0.0,1.6964439999999998,13.4124284
717,Niue,NIU,2018,0.0,0.0,0.9891694,0.0,0.0,1.516676,13.056733599999998
718,Niue,NIU,2019,0.0,0.0,1.326901,0.0,0.0,1.325362,13.259775999999999
719,Niue,NIU,2020,0.0,0.0,1.350626,0.0,0.0,1.15714,12.345344
720,North Macedonia,MKD,2016,-0.2851689,0.1035546,-0.3512047,0.4409401,-0.2776906,-0.2349834,-1.1473833
721,North Macedonia,MKD,2017,-0.309682,0.1445076,-0.2543324,0.5044911,-0.2464661,-0.1389609,0.2390532
722,North Macedonia,MKD,2018,-0.3697799,0.1981912,-0.2087288,0.5655299,-0.245655,-0.0333297,1.4021149000000006
723,North Macedonia,MKD,2019,-0.388858,-0.002664,0.0043563,0.5084947,-0.2431617,-0.0185322,1.4198358
724,North Macedonia,MKD,2020,-0.4226768,0.1382582,0.0983495,0.5077904,-0.0647446,0.055545,2.7702963999999994
725,Norway,NOR,2016,2.196553,1.868862,1.200074,1.697963,2.036518,1.664908,35.315769
726,Norway,NOR,2017,2.24039,1.986278,1.170479,1.816498,2.025476,1.694412,36.395967999999996
727,Norway,NOR,2018,2.089908,1.886028,1.141179,1.790837,1.965735,1.69625,35.50003600000001
728,Norway,NOR,2019,2.073593,1.861935,1.170565,1.8042,1.9853,1.655281,35.353237
729,Norway,NOR,2020,2.099985,1.936734,1.248287,1.698057,1.983865,1.725093,35.828027999999996
730,Oman,OMN,2016,0.339559,0.1916907,0.760053,0.6104661,0.4078831,-1.054357,1.4284737
731,Oman,OMN,2017,0.2498263,0.1945709,0.7543823,0.422777,0.4349831,-1.061665,0.2797726
732,Oman,OMN,2018,0.2470057,0.1844854,0.6477199,0.1731074,0.4649602,-1.044274,-1.2967996000000004
733,Oman,OMN,2019,0.4526003,0.2590411,0.5875344,0.2924988,0.5544669,-1.154326,-0.8765335999999997
734,Oman,OMN,2020,0.2311826,0.1418495,0.3737737,0.4590778,0.6204309,-1.145927,-1.5767335999999994
735,Pakistan,PAK,2016,-0.8753213,-0.6534616,-2.483173,-0.6395842,-0.8045743,-0.699441,-21.842860699999996
736,Pakistan,PAK,2017,-0.779681,-0.596828,-2.406306,-0.5919536,-0.7241798,-0.6934352,-20.819629
737,Pakistan,PAK,2018,-0.785426,-0.6311114,-2.269401,-0.6377932,-0.6735412,-0.8190891,-21.318831999999993
738,Pakistan,PAK,2019,-0.8666273,-0.6771356,-2.265187,-0.6441157,-0.6674315,-0.8628094,-21.890275799999998
739,Pakistan,PAK,2020,-0.8403147,-0.5459959,-1.853356,-0.7166667,-0.6917597,-0.8801562,-20.2880715
740,Palau,PLW,2016,-0.4280255,-0.4018162,0.9504054,-0.17747,0.3240755,1.213394,8.4572115
741,Palau,PLW,2017,-0.4712846,-0.2280606,0.8745483,-0.5965419,0.2858942,1.211716,6.444922899999998
742,Palau,PLW,2018,-0.5525867,-0.0143339,0.8498075,-0.0574309,0.3066581,1.112811,8.9474245
743,Palau,PLW,2019,-0.4486384,-0.0456735,0.8770632,-0.0075199,0.3144668,1.065452,9.143534800000001
744,Palau,PLW,2020,-0.4629044,-0.0465997,0.8887936,0.0600498,-0.1902315,1.080369,9.081798
745,Panama,PAN,2016,-0.4946144,0.1854768,0.4114301,0.3606293,0.0494793,0.5239984,6.2095382
746,Panama,PAN,2017,-0.5425075,0.0157372,0.389817,0.3875535,0.0317585,0.5194804,5.607872999999999
747,Panama,PAN,2018,-0.5531593,-0.0161535,0.2609004,0.3578646,-0.0919927,0.5434304,4.8467352
748,Panama,PAN,2019,-0.5822327,0.0645118,0.3036199,0.3612367,-0.1187436,0.5951817,5.5020797
749,Panama,PAN,2020,-0.5141932,0.0715803,0.2297324,0.3191189,-0.2077735,0.5704456,4.915778700000001
750,Papua New Guinea,PNG,2016,-0.9332389,-0.7375593,-0.5047721,-0.5559897,-0.7766212,0.1584232,-8.7042746
751,Papua New Guinea,PNG,2017,-0.9014524,-0.6654483,-0.6978666,-0.651908,-0.823908,0.1328718,-9.8769333
752,Papua New Guinea,PNG,2018,-0.8735843,-0.6704652,-0.6772177,-0.5347608,-0.7689355,0.0567654,-9.5695821
753,Papua New Guinea,PNG,2019,-0.9914853,-0.8091748,-0.6973711,-0.5426779,-0.8012539,0.0933476,-10.1545372
754,Papua New Guinea,PNG,2020,-0.5739502,-0.8467313,-0.7393168,-0.6815091,-0.7197714,0.0286327,-10.600882199999997
755,Paraguay,PRY,2016,-0.7095437,-0.7924384,0.1417897,-0.2999762,-0.7299343,-0.0631443,-5.837924900000001
756,Paraguay,PRY,2017,-0.7041839,-0.8088629,0.001771,-0.3021692,-0.7051968,-0.0437271,-6.3062778999999995
757,Paraguay,PRY,2018,-0.8349028,-0.5197215,-0.0797712,-0.0753872,-0.5235263,0.0295726,-4.2710816000000005
758,Paraguay,PRY,2019,-0.8308774,-0.5343443,-0.0103485,-0.2042026,-0.5564749,0.0582158,-4.5343748
759,Paraguay,PRY,2020,-0.8706585,-0.4658506,0.0151681,-0.2023511,-0.4150999,0.0662908,-4.1073070000000005
760,Peru,PER,2016,-0.3672633,-0.1788173,-0.2017269,0.5083464,-0.4821758,0.2689729,1.595507499999999
761,Peru,PER,2017,-0.4985409,-0.1301121,-0.2595458,0.4183767,-0.5033391,0.2744299,0.8095225000000001
762,Peru,PER,2018,-0.5298323,-0.2468995,-0.2704434,0.49744,-0.5290633,0.2022388,0.28943280000000016
763,Peru,PER,2019,-0.4528491,-0.0678705,-0.152365,0.5636055,-0.4871095,0.2613717,2.1803784999999998
764,Peru,PER,2020,-0.4895027,-0.2374633,-0.2868988,0.5264729,-0.3429749,0.2190309,0.7645844999999996
765,Philippines,PHL,2016,-0.4881241,-0.0104617,-1.379819,-0.0041014,-0.3550694,0.1634221,-5.921953099999999
766,Philippines,PHL,2017,-0.476546,-0.0546969,-1.18508,0.019665,-0.417701,0.0841495,-5.6719817
767,Philippines,PHL,2018,-0.5422267,0.0531931,-1.092062,-0.0615247,-0.4749934,0.0136249,-5.993989600000001
768,Philippines,PHL,2019,-0.5730505,0.0520084,-0.9151124,0.0083691,-0.4769835,0.0065084,-5.046613000000001
769,Philippines,PHL,2020,-0.4816633,0.0608745,-0.7937949,0.0299304,-0.5518214,-0.1036209,-4.9797775
770,Poland,POL,2016,0.7813226,0.6533463,0.507242,0.9519957,0.6099276,0.8441846,15.9866658
771,Poland,POL,2017,0.7294688,0.5678334,0.5183783,0.881161,0.4414217,0.775966,14.7389737
772,Poland,POL,2018,0.6541066,0.5629848,0.4925416,0.9425502,0.4204909,0.7007455,14.305048900000003
773,Poland,POL,2019,0.6421292,0.534801,0.5636535,1.013399,0.4312604,0.6731718,14.680561599999999
774,Poland,POL,2020,0.6507944,0.3764992,0.5743839,0.8859966,0.5398862,0.6171156,13.4011848
775,Portugal,PRT,2016,0.8978634,1.18345,0.9740514,0.844399,1.074871,1.157669,21.4851624
776,Portugal,PRT,2017,0.8611922,1.333176,1.118587,0.9111117,1.138645,1.198198,23.0796519
777,Portugal,PRT,2018,0.8402586,1.218545,1.129285,0.8849584,1.142829,1.167727,22.4272752
778,Portugal,PRT,2019,0.7784246,1.168682,1.066231,0.9698351,1.138518,1.196466,22.4943087
779,Portugal,PRT,2020,0.7510967,1.023436,1.026339,0.8331245,1.183432,1.260278,21.5885799
780,Puerto Rico,PRI,2016,0.0351422,0.3954151,0.689354,0.9498481,0.6593824,0.4102972,11.884351800000001
781,Puerto Rico,PRI,2017,0.1400786,-0.0988716,0.4847353,0.8722246,0.6252677,0.4922182,9.8621835
782,Puerto Rico,PRI,2018,0.0411964,-0.159219,0.2777765,0.9458223,0.5869438,0.4632958,8.811671899999999
783,Puerto Rico,PRI,2019,0.0136583,-0.1645184,0.1380345,0.7320309,0.5874102,0.4697495,7.151961099999999
784,Puerto Rico,PRI,2020,0.0164234,-0.2595392,0.4316497,0.793277,0.6325482,0.5009385,8.5853922
785,Qatar,QAT,2016,0.9008223,0.7351737,0.9002346,0.6959444,0.7942954,-1.151067,4.975719500000001
786,Qatar,QAT,2017,0.7364429,0.742582,0.6611612,0.4202242,0.7264165,-1.176477,2.1139521000000006
787,Qatar,QAT,2018,0.7255781,0.6294053,0.6635707,0.5984121,0.7347725,-1.210584,2.4569838999999987
788,Qatar,QAT,2019,0.8493823,0.7049138,0.7001042,0.6793981,0.7344219,-1.307918,2.897827200000001
789,Qatar,QAT,2020,0.7839146,0.9082767,0.6707044,0.8512264,1.000929,-1.287635,4.5067279
790,Reunion,REU,2016,0.6408444,1.06265,0.3168583,1.23882,1.102981,0.0,13.034153
791,Reunion,REU,2017,0.6463867,1.113619,0.3198934,1.209727,1.117699,0.0,13.079538
792,Reunion,REU,2018,0.6324254,1.107289,0.2596771,1.193258,1.12029,0.0,12.7120062
793,Reunion,REU,2019,0.6253356,1.088741,0.2390863,1.228282,0.8455459,0.0,12.4601953
794,Reunion,REU,2020,0.6787988,0.9790366,0.2291354,0.9409034,0.6886193,0.0,10.6043853
795,Romania,ROU,2016,-0.1026778,-0.0409146,0.2771966,0.5874754,0.4245778,0.5409048,7.3880706
796,Romania,ROU,2017,-0.0743129,-0.0524346,0.0564023,0.4881797,0.4195111,0.5985827,6.3715854
797,Romania,ROU,2018,-0.1516164,-0.1330298,0.0468848,0.4241509,0.359746,0.5243305,5.1117004999999995
798,Romania,ROU,2019,-0.1613596,-0.1621793,0.5617022,0.4615858,0.4016761,0.5163251,7.2451074
799,Romania,ROU,2020,-0.0285288,-0.2205489,0.5892175,0.3826097,0.3688681,0.5843964,7.4264607
800,Russian Federation,RUS,2016,-0.8225474,-0.1974346,-0.9462103,-0.4155626,-0.7923563,-1.131712,-15.6826811
801,Russian Federation,RUS,2017,-0.8921309,-0.0756785,-0.6406305,-0.4741596,-0.7936877,-1.089872,-14.277536999999999
802,Russian Federation,RUS,2018,-0.8506647,-4.42e-05,-0.541189,-0.5028223,-0.7823287,-1.074536,-13.609874200000002
803,Russian Federation,RUS,2019,-0.8100985,0.1501806,-0.5573844,-0.4316002,-0.7236124,-1.117828,-12.9877742
804,Russian Federation,RUS,2020,-0.9105806,0.0334169,-0.7314647,-0.4377571,-0.7602831,-1.076748,-14.056325900000001
805,Rwanda,RWA,2016,0.6441798,0.0978688,-0.0548993,0.1071192,0.1017746,-1.152952,-4.917972600000001
806,Rwanda,RWA,2017,0.6268088,0.2621303,0.0880958,0.146575,0.1211631,-1.119961,-3.4733362
807,Rwanda,RWA,2018,0.5805086,0.2057738,0.1104013,0.0867606,0.1168691,-1.145612,-4.103056100000002
808,Rwanda,RWA,2019,0.5647855,0.1845681,0.0642397,0.0775343,0.0765001,-1.097687,-4.1817163000000015
809,Rwanda,RWA,2020,0.5545963,0.3421282,0.0325207,0.1564013,0.1073663,-1.104483,-3.4718652000000008
810,Samoa,WSM,2016,0.2764556,0.5403722,1.197349,-0.1030717,0.761978,0.7743595,11.856200300000001
811,Samoa,WSM,2017,0.6232969,0.5906206,1.178782,-0.0800506,0.8020398,0.7765051,12.794400999999997
812,Samoa,WSM,2018,0.6334496,0.5919284,1.167804,-0.1136799,0.8072889,0.7721792,12.585864999999998
813,Samoa,WSM,2019,0.6398521,0.4351541,1.157789,-0.2246639,1.079298,0.7788016,11.8451106
814,Samoa,WSM,2020,0.6941885,0.5234683,1.155737,-0.2006688,0.8797514,0.8120753,12.3305891
815,San Marino,SMR,2016,0.0,0.0,0.9504054,0.0,0.0,1.191461,10.950387599999999
816,San Marino,SMR,2017,0.0,0.0,0.8745483,0.0,0.0,1.189854,10.6373172
817,San Marino,SMR,2018,0.0,0.0,0.8498075,0.0,0.0,1.112811,10.076096
818,San Marino,SMR,2019,0.0,0.0,0.8984475,0.0,0.0,1.163793,10.576548
819,San Marino,SMR,2020,0.0,0.0,0.87713,0.0,0.0,1.122467,10.243322
820,Sao Tome and Principe,STP,2016,-0.0660744,-0.672242,0.2232869,-0.8124583,-0.6633283,0.3642224,-3.7960125999999996
821,Sao Tome and Principe,STP,2017,0.1616542,-0.7487336,0.1860471,-0.8314196,-0.7022804,0.3003822,-4.2357892
822,Sao Tome and Principe,STP,2018,0.1867451,-0.6335805,0.522385,-0.8397979,-0.6840167,0.1325258,-3.5255627
823,Sao Tome and Principe,STP,2019,0.1965523,-0.6277019,0.51391,-0.906838,-0.6794825,0.3474372,-2.5634104000000004
824,Sao Tome and Principe,STP,2020,0.1639229,-0.6447411,0.4817928,-0.9014867,-0.6857361,0.3490323,-2.7781820999999987
825,Saudi Arabia,SAU,2016,0.2309858,0.2609961,-0.4648285,0.0793312,0.3375647,-1.727506,-10.2451694
826,Saudi Arabia,SAU,2017,0.3661138,0.2589448,-0.6378249,0.0007821,0.1009025,-1.691297,-11.0852066
827,Saudi Arabia,SAU,2018,0.3605623,0.3214861,-0.6224066,-0.0758674,0.1418254,-1.69599,-11.2174951
828,Saudi Arabia,SAU,2019,0.2751487,0.306174,-0.6058908,-0.0681779,0.1685323,-1.659705,-11.085331
829,Saudi Arabia,SAU,2020,0.2689767,0.1460869,-0.6610959,0.2643954,0.2406326,-1.610713,-9.769837899999999
830,Senegal,SEN,2016,9.11e-05,-0.4540811,-0.2182553,-0.1430723,-0.1066034,0.3713109,-0.8291818000000005
831,Senegal,SEN,2017,-0.0916629,-0.3182059,-0.0505368,-0.1465519,-0.1485602,0.3183766,-0.31115079999999995
832,Senegal,SEN,2018,-0.0246192,-0.2663279,-0.101474,-0.1100483,-0.2072071,0.2132075,-0.7323217
833,Senegal,SEN,2019,0.0387791,-0.0581013,0.0465478,-0.1123866,-0.1904918,0.2355982,0.7506099
834,Senegal,SEN,2020,0.0303711,0.0108911,-0.0207329,-0.2078334,-0.2755702,0.2446147,0.1634349000000001
835,Serbia,SRB,2016,-0.3223662,0.079421,0.1401536,0.0562996,-0.15936,0.1999042,1.4757081999999997
836,Serbia,SRB,2017,-0.3775188,0.1177542,0.0868554,0.0095592,-0.1962158,0.1172196,0.5005444000000001
837,Serbia,SRB,2018,-0.3381808,0.1212776,0.0089511,0.1292206,-0.184353,-0.0223516,0.05091599999999985
838,Serbia,SRB,2019,-0.389201,0.0484762,-0.0659501,0.1321523,-0.1621674,-0.0462226,-0.6755153
839,Serbia,SRB,2020,-0.4258816,0.0324048,-0.0928664,0.1202637,-0.184858,-0.1175094,-1.4146103
840,Seychelles,SYC,2016,0.776205,0.36974,0.7330045,-0.2591546,0.1508065,0.1615192,5.4177967
841,Seychelles,SYC,2017,0.6720986,0.4083837,0.7933625,-0.1759432,0.0938101,0.1907692,6.101507600000001
842,Seychelles,SYC,2018,0.7057564,0.5030127,0.6875581,-0.1609532,0.1980097,0.1854927,6.1769832
843,Seychelles,SYC,2019,0.9700111,0.516902,0.6827319,-0.1536177,0.1717875,0.3105193,7.4884706
844,Seychelles,SYC,2020,1.230001,0.5116493,0.7166618,-0.1309807,0.2092119,0.4450338,9.0861083
845,Sierra Leone,SLE,2016,-0.8189905,-1.170724,-0.1599265,-0.9254888,-0.7775531,-0.1965125,-12.373931100000002
846,Sierra Leone,SLE,2017,-0.5674595,-1.170156,-0.0358612,-0.9183713,-0.7814531,-0.1928306,-11.319125000000001
847,Sierra Leone,SLE,2018,-0.4900537,-1.143427,-0.0852979,-0.8876426,-0.7672427,-0.1889348,-11.0906445
848,Sierra Leone,SLE,2019,-0.4321528,-1.126064,-0.0528448,-0.8818939,-0.7662208,-0.1194318,-10.3461579
849,Sierra Leone,SLE,2020,-0.3603601,-1.016485,-0.2436621,-0.8576535,-0.7564426,-0.0909128,-10.335010500000001
850,Singapore,SGP,2016,2.088079,2.20568,1.495759,2.180612,1.825398,-0.1503981,28.6023034
851,Singapore,SGP,2017,2.137123,2.223338,1.61567,2.118332,1.827708,-0.1690625,28.811933000000003
852,Singapore,SGP,2018,2.174483,2.230585,1.487936,2.126329,1.844995,-0.0839707,28.965280800000002
853,Singapore,SGP,2019,2.159583,2.220709,1.500786,2.161546,1.878919,-0.2060103,28.4350242
854,Singapore,SGP,2020,2.151986,2.3353,1.465074,2.205607,1.880382,-0.2021155,28.865892000000006
855,Slovak Republic,SVK,2016,0.1863193,0.8302189,0.7211707,0.8890519,0.6252691,0.9614294,16.587083099999997
856,Slovak Republic,SVK,2017,0.1321426,0.7037069,0.9099894,0.8261192,0.5429751,0.9120529,16.161252
857,Slovak Republic,SVK,2018,0.2620581,0.6173107,0.7434435,0.8082806,0.5021188,0.8372356,14.916757700000002
858,Slovak Republic,SVK,2019,0.2180149,0.5852264,0.6671577,1.006871,0.5284449,0.8628442,15.600204899999998
859,Slovak Republic,SVK,2020,0.4447879,0.5440794,0.6392572,0.7844779,0.6785191,0.8820801,14.972231999999998
860,Slovenia,SVN,2016,0.8230363,1.12686,0.990436,0.6402694,1.082729,1.010921,19.337998600000002
861,Slovenia,SVN,2017,0.8164077,1.173108,0.8733998,0.5802526,1.026974,1.006713,18.614253599999998
862,Slovenia,SVN,2018,0.8705902,1.124266,0.9011371,0.6537443,1.058605,0.959887,18.805175300000002
863,Slovenia,SVN,2019,0.9221385,1.081091,0.8074292,1.00893,1.118611,0.9790307,20.354712
864,Slovenia,SVN,2020,0.8073283,1.166243,0.7064864,0.9220372,1.066489,0.935846,19.231082200000003
865,Solomon Islands,SLB,2016,-0.3442692,-0.9847264,0.5060284,-0.9580071,-0.3190676,0.4674503,-3.9230053
866,Solomon Islands,SLB,2017,0.0982467,-1.011195,0.1990407,-0.7953451,-0.2301479,0.4899799,-3.3079228000000005
867,Solomon Islands,SLB,2018,0.0072425,-1.018458,0.3645273,-0.8370585,-0.2328003,0.5233266,-2.8609130000000005
868,Solomon Islands,SLB,2019,-0.0071937,-0.9993162,0.5082222,-0.8320891,-0.1392097,0.4898392,-2.3400672
869,Solomon Islands,SLB,2020,0.0968989,-0.9127187,0.6357331,-0.8383006,-0.0995416,0.5541903,-0.9673286999999997
870,Somalia,SOM,2016,-1.701097,-2.190937,-2.357363,-2.265274,-2.346823,-1.908592,-44.529202
871,Somalia,SOM,2017,-1.712957,-2.205673,-2.259042,-2.286752,-2.299067,-1.780464,-43.494712
872,Somalia,SOM,2018,-1.788003,-2.185711,-2.260305,-2.256654,-2.328754,-1.849525,-43.883533
873,Somalia,SOM,2019,-1.709903,-2.236429,-2.386645,-2.203409,-2.350949,-1.849944,-44.143330999999996
874,Somalia,SOM,2020,-1.670352,-2.093571,-2.518731,-2.063496,-2.299745,-1.79679,-43.09430600000001
875,South Africa,ZAF,2016,0.1184792,0.3061665,-0.141504,0.2118435,0.1161583,0.6512255,5.6721707
876,South Africa,ZAF,2017,-0.0263975,0.2908573,-0.2775617,0.2337251,-0.0425192,0.6327685,4.6322474
877,South Africa,ZAF,2018,-0.0258746,0.3326285,-0.2277793,0.1297222,-0.1022561,0.6290036,4.3553956000000005
878,South Africa,ZAF,2019,0.0729309,0.3676561,-0.2676704,0.1561929,-0.0761623,0.6436217,4.7446809
879,South Africa,ZAF,2020,0.0640369,0.2993964,-0.2368584,0.2039087,-0.1154166,0.6972312,5.166343500000001
880,South Sudan,SSD,2016,-1.714616,-2.353247,-2.418966,-1.858261,-1.929818,-1.796339,-42.163993999999995
881,South Sudan,SSD,2017,-1.707709,-2.475142,-2.452472,-1.940352,-1.920971,-1.822168,-43.20647100000001
882,South Sudan,SSD,2018,-1.710797,-2.429042,-2.442854,-2.046948,-1.951642,-1.990078,-44.606986
883,South Sudan,SSD,2019,-1.773469,-2.451946,-2.511948,-2.048774,-1.97004,-1.988805,-45.09730799999999
884,South Sudan,SSD,2020,-1.905176,-2.34441,-2.168307,-2.180991,-1.92503,-1.829846,-43.32587100000001
885,Spain,ESP,2016,0.6071717,1.129903,0.4131883,1.008604,0.9971728,1.041618,18.5467064
886,Spain,ESP,2017,0.5475208,1.038661,0.2828842,0.9452308,1.059366,1.021468,17.256889400000002
887,Spain,ESP,2018,0.64632,1.004939,0.287804,0.948625,1.013062,1.019294,17.330624
888,Spain,ESP,2019,0.6989556,1.001175,0.3106858,1.050283,1.025826,1.037762,18.1479924
889,Spain,ESP,2020,0.7411525,0.8949537,0.3952676,0.7676963,0.9019612,1.007932,16.536271199999998
890,Sri Lanka,LKA,2016,-0.3106176,-0.0263917,-0.0040295,-0.1000357,0.1105179,-0.0810782,-1.5926581
891,Sri Lanka,LKA,2017,-0.4532179,-0.1512185,-0.0711655,-0.1308368,0.0484503,-0.0619051,-2.6219176
892,Sri Lanka,LKA,2018,-0.3320415,-0.232434,-0.1452709,-0.1755948,0.0257045,-0.0154676,-2.8875437
893,Sri Lanka,LKA,2019,-0.2891587,-0.1143393,-0.2176228,-0.1844314,-0.0118801,-0.0884782,-3.2567328
894,Sri Lanka,LKA,2020,-0.31243,-0.0702101,-0.0465375,-0.1790705,-0.0452499,-0.0518834,-2.2735431
895,St. Kitts and Nevis,KNA,2016,0.5139871,0.141353,0.6263307,0.368028,0.5054599,1.006597,12.342537899999998
896,St. Kitts and Nevis,KNA,2017,0.5241385,0.3258416,0.6470767,0.2927027,0.5409001,0.9956469,12.592403599999999
897,St. Kitts and Nevis,KNA,2018,0.4534099,0.5495368,0.6962385,0.5110556,0.5603855,0.8535784,13.5775181
898,St. Kitts and Nevis,KNA,2019,0.3855519,0.5423087,0.7239246,0.5021414,0.4798416,0.8169473,13.185960700000003
899,St. Kitts and Nevis,KNA,2020,0.3771998,0.6968508,0.9338933,0.5294037,0.5296315,0.8166679,14.657182599999999
900,St. Lucia,LCA,2016,0.6306165,0.0278941,1.018932,0.290406,0.5169517,1.012719,13.465938999999999
901,St. Lucia,LCA,2017,0.5623927,0.2360964,0.9894348,0.3068754,0.5667552,0.9856997,13.806144199999999
902,St. Lucia,LCA,2018,0.5214695,0.2144511,1.006895,0.2790565,0.5993176,0.8411874,12.7555968
903,St. Lucia,LCA,2019,0.5235761,0.2226826,0.9132686,0.2328423,0.5703948,0.9001437,12.503742899999999
904,St. Lucia,LCA,2020,0.5112875,0.1528237,0.8724012,0.2882809,0.623391,0.8780571,12.303789
905,St. Vincent and the Grenadines,VCT,2016,0.6759608,0.2169585,1.018932,0.2793267,0.404182,0.9553661,13.6115372
906,St. Vincent and the Grenadines,VCT,2017,0.7043971,0.2360964,0.8884665,0.2450408,0.3981628,0.9443328,12.960312999999998
907,St. Vincent and the Grenadines,VCT,2018,0.7648326,0.2144511,0.8408569,0.2496106,0.4262559,0.8451599,12.281714399999998
908,St. Vincent and the Grenadines,VCT,2019,0.7815572,0.2226826,0.9535552,0.2101836,0.4476969,0.8995823,12.9414917
909,St. Vincent and the Grenadines,VCT,2020,0.8065515,0.1528237,1.034534,0.2644302,0.5650526,0.9112332,13.564312900000001
910,Sudan,SDN,2016,-1.525485,-1.515171,-2.337218,-1.491437,-1.258443,-1.832892,-36.658335
911,Sudan,SDN,2017,-1.528241,-1.42955,-1.97747,-1.55794,-1.106437,-1.837903,-35.178567
912,Sudan,SDN,2018,-1.419316,-1.611979,-1.823437,-1.619956,-1.119601,-1.85073,-35.292078000000004
913,Sudan,SDN,2019,-1.365432,-1.622059,-1.701787,-1.673408,-1.140721,-1.6516,-33.821549999999995
914,Sudan,SDN,2020,-1.386456,-1.48648,-1.763156,-1.606018,-1.067483,-1.432993,-31.980507
915,Suriname,SUR,2016,-0.3033756,-0.3381316,0.1620813,-0.6269572,-0.1549865,0.4152985,-1.7708023
916,Suriname,SUR,2017,-0.1724229,-0.6161672,0.1266813,-0.5362548,-0.1493488,0.4305241,-1.9341004
917,Suriname,SUR,2018,-0.2103329,-0.657892,0.0650854,-0.6513091,-0.0638731,0.2883931,-3.7240602
918,Suriname,SUR,2019,-0.392585,-0.5902826,0.1014941,-0.6795763,-0.0597261,0.3643707,-3.4214247999999996
919,Suriname,SUR,2020,-0.4340073,-0.5390079,0.4155418,-0.7700764,-0.1075155,0.4182287,-2.2713963999999995
920,Sweden,SWE,2016,2.152424,1.699182,1.017941,1.854203,1.993451,1.564696,34.1268
921,Sweden,SWE,2017,2.148431,1.716437,0.9844168,1.801465,1.861854,1.569253,33.6685372
922,Sweden,SWE,2018,2.149015,1.71131,0.9405567,1.83254,1.82619,1.568371,33.593302800000004
923,Sweden,SWE,2019,2.13129,1.709257,1.039473,1.80182,1.832539,1.560975,33.755731999999995
924,Sweden,SWE,2020,2.128127,1.719101,1.022893,1.682474,1.806388,1.504241,32.74933299999999
925,Switzerland,CHE,2016,1.98834,2.008059,1.30629,1.911901,1.947713,1.531853,35.924352999999996
926,Switzerland,CHE,2017,1.992473,2.059372,1.256805,1.886934,1.932935,1.556876,35.899143
927,Switzerland,CHE,2018,2.008586,2.038619,1.333553,1.798568,1.931327,1.57996,35.871168000000004
928,Switzerland,CHE,2019,1.983491,1.951758,1.324953,1.664615,1.907008,1.497049,34.334444999999995
929,Switzerland,CHE,2020,2.078857,2.020098,1.191969,1.590316,1.828168,1.541333,34.01363
930,Syrian Arab Republic,SYR,2016,-1.571932,-1.818869,-2.916323,-1.666154,-1.990969,-1.986766,-42.508098
